title,native_title,rating,genres,directors,screenwriters,episodes,aired,aired_on,original_network,duration,content_rat,rank,popularity,watchers
Becoming Witch(2022),마녀는 살아있다,7.3,"['Mystery', 'Comedy']",['Kim Yoon Cheol'],['Park Pa Ran'],12,"Jun 25, 2022 - Sep 10, 2022",Saturday,['TV Chosun'],1 hr. 10 min.,15+ - Teens 15 or older,#7688,#4933,"2,347"
The New Employee(2022),신입사원,7.3,"['Business', 'Romance']",['Kim Jho Kwang Soo'],['Yoon Mi Hee'],7,"Dec 21, 2022 - Feb  1, 2023",Wednesday,,20 min.,15+ - Teens 15 or older,#7478,#744,"20,987"
"Fly, Again(2021)","다시, 플라이",7.3,"['Music', 'Youth', 'Drama']",['Oh Chung Pung'],['Jang Kyung Rim'],10,"Nov 13, 2021 - Dec 15, 2021","Wednesday, Saturday","['Daum Kakao TV', 'Viki']",30 min.,15+ - Teens 15 or older,#7309,#5378,"2,055"
Was It Love?(2020),"우리, 사랑했을까?",7.3,"['Comedy', 'Romance', 'Drama']",['Kim Do Hyung'],['Lee Seung Jin'],16,"Jul  8, 2020 - Sep  2, 2020","Wednesday, Thursday","['jTBC', 'Netflix']",1 hr. 10 min.,15+ - Teens 15 or older,#7592,#790,"20,064"
Live Your Own Life(2023),효심이네 각자도생,7.3,"['Romance', 'Family', 'Melodrama']",['Kim Hyung Il'],['Jo Jung Seon'],51,"Sep 16, 2023 - Mar 17, 2024","Saturday, Sunday",['KBS2'],1 hr. 5 min.,15+ - Teens 15 or older,#7352,#3176,"4,445"
Jun & Jun(2023),준과 준,7.3,"['Comedy', 'Romance']",['Kim Eun Hye'],['Yoon Na Ra'],8,"Jul 20, 2023 - Sep  7, 2023",Thursday,,28 min.,Not Yet Rated,#7447,#624,"24,187"
More Than Friends(2020),경우의 수,7.3,"['Comedy', 'Romance', 'Life', 'Drama']",['Choi Sung Bum'],['Jo Seung Hee'],16,"Sep 25, 2020 - Nov 28, 2020","Friday, Saturday","['jTBC', 'Viki']",1 hr. 8 min.,15+ - Teens 15 or older,#7641,#655,"23,525"
Disarming Romance(2022),무장해제 로맨스,7.3,"['Comedy', 'Romance', 'Youth', 'Drama']",,,3,"Nov  3, 2022 - Nov 17, 2022",Thursday,,9 min.,Not Yet Rated,#7954,#8435,989
Touch(2020),터치,7.3,"['Business', 'Comedy', 'Romance', 'Drama']",['Min Yeon Hong'],['Ahn Ho Kyung'],16,"Jan  3, 2020 - Feb 22, 2020","Friday, Saturday","['Channel A', 'Viki']",1 hr. 3 min.,15+ - Teens 15 or older,#7627,#2004,"7,758"
The Chairman Is Level 9(2024),이사장님은 9등급,7.2,"['Action', 'Life', 'Youth', 'Drama']",['Hong Chung Gi'],,12,"Apr 29, 2024 - Jun  3, 2024",Monday,['Wavve'],22 min.,18+ Restricted (violence & profanity),#8443,#7007,"1,353"
Once Again(2020),원스어게인,7.3,"['Romance', 'Youth', 'Drama']",,,8,"Dec 19, 2020 - Feb  6, 2021",Saturday,['MBC'],13 min.,13+ - Teens 13 or older,#7902,#9336,823
The Witch Store Reopens(2022),마녀상점 리오픈,7.3,"['Comedy', 'Romance', 'Youth', 'Fantasy']",['Jung Sung Bin'],['Ahn Se Hwa'],10,"Nov  8, 2022 - Dec  6, 2022",Tuesday,['vLive'],22 min.,Not Yet Rated,#7657,#5292,"2,110"
No Going Back Romance(2020),노빠꾸 로맨스,7.3,"['Mystery', 'Romance', 'Youth']",,,10,"Dec  8, 2020 - Jan 13, 2021","Tuesday, Wednesday","['Naver TV Cast', 'vLive']",12 min.,15+ - Teens 15 or older,#7470,#6143,"1,674"
Kill Heel(2022),킬힐,7.3,"['Thriller', 'Drama']",['Noh Do Cheol'],"['Shin Kwang Ho', 'Lee Choon Woo']",14,"Mar  9, 2022 - Apr 21, 2022","Wednesday, Thursday",['tvN'],60 min.,15+ - Teens 15 or older,#7419,#4758,"2,494"
L.U.C.A.: The Beginning(2021),루카: 더 비기닝,7.3,"['Action', 'Thriller', 'Mystery', 'Sci-Fi']",['Kim Hong Seon'],['Chun Sung Il'],12,"Feb  1, 2021 - Mar  9, 2021","Monday, Tuesday",['tvN'],1 hr. 15 min.,15+ - Teens 15 or older,#7506,#1178,"14,133"
The Man of My Life(2020),인생남주,7.3,"['Comedy', 'Romance']",['Lim Min Young'],,6,"Dec 30, 2020 - Feb  3, 2021",Wednesday,['Naver TV Cast'],16 min.,15+ - Teens 15 or older,#7756,#10778,625
"Fight Hard, Love Harder Season 2(2020)",진흙탕 연애담 시즌2,7.3,"['Romance', 'Life', 'Youth', 'Drama']",,,4,"Mar 13, 2020 - Apr  3, 2020",Friday,,15 min.,Not Yet Rated,#7745,#9254,836
Three Bold Siblings(2022),삼남매가 용감하게,7.3,"['Comedy', 'Romance', 'Family']",['Park Man Young'],['Kim In Young'],51,"Sep 24, 2022 - Mar 19, 2023","Saturday, Sunday",['KBS2'],1 hr. 10 min.,15+ - Teens 15 or older,#7584,#4133,"3,092"
"Please, Summer(2020)",여름아 부탁해,7.3,"['Music', 'Romance', 'Drama', 'Fantasy']",,,8,"Oct 29, 2020 - Nov 22, 2020","Thursday, Sunday",['Channel A'],12 min.,15+ - Teens 15 or older,#7937,#10107,702
The King of the Desert(2022),사막의 왕,7.3,['Drama'],['Kim Bo Tong'],,6,"Dec 16, 2022",Friday,['Watcha'],26 min.,15+ - Teens 15 or older,#7713,#7387,"1,243"
The Real Has Come!(2023),진짜가 나타났다!,7.3,"['Romance', 'Drama', 'Melodrama']",['Han Joon Seo'],['Jo Jung Joo'],50,"Mar 25, 2023 - Sep 10, 2023","Saturday, Sunday","['KBS2', 'Netflix']",1 hr. 20 min.,15+ - Teens 15 or older,#7517,#1187,"14,078"
The Road: The Tragedy of One(2021),더 로드: 1의 비극,7.3,"['Thriller', 'Mystery', 'Drama']",['Kim No Won'],['Yoon Hee Jung'],12,"Aug  4, 2021 - Sep  9, 2021","Wednesday, Thursday",['tvN'],1 hr. 20 min.,15+ - Teens 15 or older,#7859,#4591,"2,635"
Race(2023),레이스,7.3,"['Business', 'Romance', 'Drama', 'Melodrama']",['Lee Dong Yoon'],['Kim Roo Ri'],12,"May 10, 2023 - Jun 14, 2023",Wednesday,"['Disney+', 'Hulu']",58 min.,Not Yet Rated,#7929,#4149,"3,066"
Café Kilimanjaro(2020),Café 킬리만자로,7.2,"['Music', 'Drama']",,,10,"Aug 13, 2020",Thursday,,15 min.,15+ - Teens 15 or older,#8048,#7770,"1,146"
Durian's Affair(2023),아씨두리안,7.2,"['Romance', 'Fantasy', 'Melodrama']",['Shin Woo Cheol'],['Im Sung Han'],16,"Jun 24, 2023 - Aug 13, 2023","Saturday, Sunday",['TV Chosun'],1 hr. 10 min.,15+ - Teens 15 or older,#8078,#4229,"2,981"
Master's Delicacies(2022),주인님 수라상,7.3,['Romance'],,,6,"May 20, 2022 - Jul 29, 2022",Friday,,10 min.,Not Yet Rated,#7611,#8080,"1,064"
SF8: Baby It’s Over Outside(2020),에스에프에잇: 일주일 만에 사랑할 순 없다,7.3,"['Romance', 'Sci-Fi', 'Fantasy', 'Supernatural']",['Ahn Gook Jin'],,1,"Sep 11, 2020",Friday,"['MBC', 'Wavve']",44 min.,15+ - Teens 15 or older,#7854,#7905,"1,110"
Not Found Love(2021),정답을 찾을 수 없습니다,7.2,['Romance'],,,10,"Nov  9, 2021 - Dec  9, 2021","Tuesday, Thursday",,15 min.,Not Yet Rated,#8118,#9889,735
Pure Melo District(2020),청정멜로구역,7.3,"['Romance', 'Life', 'Drama', 'Melodrama']",,,4,"Aug  9, 2020 - Aug 30, 2020",Sunday,['vLive'],14 min.,15+ - Teens 15 or older,#7799,#9406,809
The Director Who Buys Me Dinner(2022),밥만 잘 사주는 이상한 이사님,7.3,"['Romance', 'Fantasy']",['Yang Kyung Hee'],['Son Yi Seul'],10,"Dec 15, 2022 - Jan 12, 2023",Thursday,['iQiyi'],15 min.,13+ - Teens 13 or older,#7644,#640,"23,895"
Lonely Enough to Love(2020),연애는 귀찮지만 외로운 건 싫어!,7.3,"['Psychological', 'Romance', 'Youth', 'Drama']",['Lee Hyun Joo'],['Jo Jin Kook'],10,"Aug 11, 2020 - Oct 13, 2020",Tuesday,['MBC every1'],60 min.,15+ - Teens 15 or older,#8018,#2474,"6,033"
Trap(2020),트랩,7.2,"['Thriller', 'Romance', 'Youth', 'Drama']",,,12,"Jul 15, 2020 - Sep 30, 2020",Wednesday,['tvN'],12 min.,15+ - Teens 15 or older,#8094,#2882,"5,058"
Her Bucket List(2021),그녀의 버킷리스트,7.3,"['Comedy', 'Romance', 'Drama']",['Hwang  Gyung Sung'],,10,"Dec 31, 2021",Friday,['Daum Kakao TV'],20 min.,15+ - Teens 15 or older,#7748,#3638,"3,710"
Gold Mask(2022),황금 가면,7.3,"['Drama', 'Melodrama']",['Uh Soo Sun'],['Kim Min Joo'],100,"May 23, 2022 - Oct  7, 2022","Monday, Tuesday, Wednesday, Thursday, Friday",['KBS2'],35 min.,15+ - Teens 15 or older,#7746,#6750,"1,438"
The Man's Voice(2021),그 놈 목소리,7.3,"['Comedy', 'Romance', 'Fantasy']",,"['Kim Kyung Hee', 'Seok Bo Bae']",8,"Dec 30, 2021",Thursday,"['iQiyi', 'Viki']",32 min.,13+ - Teens 13 or older,#7916,#4266,"2,942"
Han River Police(2023),한강,7.3,"['Action', 'Thriller', 'Mystery', 'Comedy']",['Kim Sang Cheol'],,6,"Sep 13, 2023 - Sep 27, 2023",Wednesday,"['Disney+', 'Hulu']",55 min.,15+ - Teens 15 or older,#7992,#3200,"4,387"
Vengeance of the Bride(2022),태풍의 신부,7.2,"['Thriller', 'Romance', 'Drama', 'Melodrama']",['Park Ki Hyun'],['Song Jung Rim'],102,"Oct 10, 2022 - Mar  9, 2023","Monday, Tuesday, Wednesday, Thursday, Friday",['KBS2'],40 min.,15+ - Teens 15 or older,#8050,#5767,"1,839"
Because I Don't Want to Go Home(2022),집에 가기 싫어서,7.2,['Romance'],['Kim Tae Wook'],,3,"Jun 17, 2022 - Jun 24, 2022","Wednesday, Friday","['Naver TV Cast', 'vLive']",7 min.,15+ - Teens 15 or older,#8107,#11575,543
Kokdu: Season of Deity(2023),꼭두의 계절,7.2,"['Comedy', 'Romance', 'Medical', 'Fantasy']","['Baek Soo Chan', 'Kim Ji Hoon']","['Heo Joon Woo', 'Kang Yi Hun']",16,"Jan 27, 2023 - Mar 24, 2023","Friday, Saturday",['MBC'],1 hr. 20 min.,15+ - Teens 15 or older,#8105,#1081,"15,438"
The School Nurse Files(2020),보건교사 안은영,7.2,"['Mystery', 'Horror', 'Comedy', 'Supernatural']",['Lee Kyung Mi'],['Chung Se Rang'],6,"Sep 25, 2020",Friday,['Netflix'],51 min.,15+ - Teens 15 or older,#8188,#578,"25,791"
Jinxed at First(2022),징크스의 연인,7.3,"['Mystery', 'Romance', 'Fantasy', 'Melodrama']",['Yoon Sang Ho'],['Jang Yoon Mi'],16,"Jun 15, 2022 - Aug  4, 2022","Wednesday, Thursday","['KBS2', 'Viki']",1 hr. 10 min.,15+ - Teens 15 or older,#7975,#957,"17,000"
Strangers Again(2023),남이 될 수 있을까?,7.2,"['Law', 'Romance', 'Drama']",['Son Jae Gon'],['Park Jin Ri'],12,"Jan 18, 2023 - Feb 23, 2023","Wednesday, Thursday","['ENA', 'Genie TV', 'Viki']",1 hr. 10 min.,15+ - Teens 15 or older,#8206,#1212,"13,745"
Nothing Uncovered(2024),멱살 한번 잡힙시다,7.3,"['Thriller', 'Mystery', 'Drama', 'Melodrama']",['Lee Ho Jae'],['Bae Soo Young'],16,"Mar 18, 2024 - May  7, 2024","Monday, Tuesday",['KBS2'],1 hr. 10 min.,15+ - Teens 15 or older,#7924,#3135,"4,531"
Best Mistake Season 3(2021),일진에게 반했을 때,7.2,"['Comedy', 'Romance', 'Youth', 'Drama']",,,16,"Dec 27, 2021 - Feb 17, 2022","Tuesday, Thursday",['vLive'],25 min.,15+ - Teens 15 or older,#8165,#3351,"4,136"
Phantom School(2022),팬텀스쿨,7.2,"['Action', 'Youth', 'Fantasy']",,,8,"Nov 16, 2022 - Dec  7, 2022",Wednesday,['Viki'],30 min.,15+ - Teens 15 or older,#8172,#5666,"1,896"
Born Again(2020),본 어게인,7.3,"['Mystery', 'Romance', 'Fantasy', 'Melodrama']","['Jin Hyung Wook', 'Lee Hyun Suk']",['Jung Soo Mi'],32,"Apr 20, 2020 - Jun  9, 2020","Monday, Tuesday",['KBS2'],35 min.,15+ - Teens 15 or older,#7984,#987,"16,511"
The Guys I Want to Catch(2021),잡고 싶은 녀석들,7.2,['Drama'],,,10,"Aug 30, 2021 - Nov  1, 2021",Monday,,16 min.,15+ - Teens 15 or older,#8232,#7315,"1,261"
Love Teenager(2020),러브틴에이저,7.2,"['Romance', 'Youth', 'Drama']",,,8,"Dec 17, 2020 - Feb  4, 2021",Thursday,,7 min.,Not Yet Rated,#8364,#10095,704
Fatal Promise(2020),위험한 약속,7.2,"['Romance', 'Drama', 'Family', 'Melodrama']",['Kim Shin Il'],['Ma Joo Hee'],104,"Mar 30, 2020 - Aug 28, 2020","Monday, Tuesday, Wednesday, Thursday, Friday",['KBS2'],36 min.,15+ - Teens 15 or older,#8357,#8023,"1,079"
A Man in a Veil(2020),비밀의 남자,7.2,"['Business', 'Romance', 'Drama', 'Family']",['Shin Chang Seok'],['Lee Jung Dae'],105,"Sep  7, 2020 - Feb 10, 2021","Monday, Tuesday, Wednesday, Thursday, Friday",['KBS2'],35 min.,15+ - Teens 15 or older,#8093,#6313,"1,603"
She Knows Everything(2020),미쓰리는 알고있다,7.2,"['Mystery', 'Psychological', 'Crime', 'Drama']",['Lee Dong Hyun'],,4,"Jul  8, 2020 - Jul 16, 2020","Wednesday, Thursday",['MBC'],1 hr. 10 min.,15+ - Teens 15 or older,#8450,#4993,"2,305"
Check Out the Event(2021),이벤트를 확인하세요,7.2,"['Romance', 'Youth', 'Drama', 'Melodrama']","['Lee Han Joon', 'Kim Ji Hoon']",['Kim Tae Joo'],4,"Aug 14, 2021 - Sep  4, 2021",Saturday,"['iQiyi', 'MBC']",50 min.,15+ - Teens 15 or older,#8309,#3127,"4,549"
Love Twist(2021),사랑의 꽈배기,7.2,"['Family', 'Melodrama']",['Kim Won Yong'],['Lee Eun Joo'],103,"Dec 13, 2021 - May 20, 2022","Monday, Tuesday, Wednesday, Thursday, Friday",['KBS2'],35 min.,15+ - Teens 15 or older,#8329,#8035,"1,076"
The Empire(2022),디 엠파이어: 법의 제국,7.2,"['Law', 'Drama', 'Melodrama']",['Yoo Hyun Ki'],['Oh Ga Kyu'],16,"Sep 24, 2022 - Nov 13, 2022","Saturday, Sunday","['jTBC', 'ViuTV']",60 min.,15+ - Teens 15 or older,#8549,#6173,"1,659"
Tinted With You(2021),물들여,7.2,"['Historical', 'Romance', 'Fantasy']",['Ra Ha Na'],,8,"Dec 23, 2021 - Jan 14, 2022","Thursday, Friday",['Viki'],12 min.,13+ - Teens 13 or older,#8519,#804,"19,855"
Next Door Witch J(2021),옆집 마녀 제이,7.2,"['Comedy', 'Romance', 'Drama']",['Yoon Ji Hoon'],,12,"Jun  4, 2021",Friday,['Viki'],11 min.,15+ - Teens 15 or older,#8512,#3791,"3,477"
My Wonderful Roommate(2020),두근두근 출근,7.2,"['Business', 'Romance']",,,8,"Apr 22, 2020 - Jun 10, 2020",Wednesday,,10 min.,G - All Ages,#8498,#9586,782
"Legally, Dad(2020)",서류상 아빠,7.2,"['Romance', 'Drama']",,,6,"Aug 27, 2020 - Oct  1, 2020",Thursday,,12 min.,Not Yet Rated,#8506,#2260,"6,708"
Chicken Nugget(2024),닭강정,6.9,"['Mystery', 'Comedy', 'Fantasy']",['Lee Byung Hun'],,10,"Mar 15, 2024",Friday,['Netflix'],32 min.,15+ - Teens 15 or older,#9568,#1668,"9,731"
SF8: Love Virtually(2020),에스에프에잇: 증강콩깍지,7.2,"['Comedy', 'Romance', 'Sci-Fi']",['Oh Ki Hwan'],,1,"Sep 25, 2020",Friday,"['MBC', 'Wavve']",42 min.,15+ - Teens 15 or older,#8595,#7450,"1,227"
My 20th Twenty(2023),나의 X같은 스무살,7.2,"['Music', 'Supernatural']",,,12,"Apr 21, 2023 - May 27, 2023","Friday, Saturday",,15 min.,15+ - Teens 15 or older,#8608,#5422,"2,030"
Young Lady and Gentleman(2021),신사와 아가씨,7.2,"['Comedy', 'Romance', 'Family', 'Melodrama']",['Shin Chang Seok'],['Kim Sa Kyung'],52,"Sep 25, 2021 - Mar 27, 2022","Saturday, Sunday",['KBS2'],1 hr. 10 min.,15+ - Teens 15 or older,#8220,#1108,"15,001"
Strong Girl Namsoon(2023),힘쎈여자 강남순,7.2,"['Action', 'Comedy', 'Romance', 'Supernatural']",['Kim Jung Shik'],['Baek Mi Kyung'],16,"Oct  7, 2023 - Nov 26, 2023","Saturday, Sunday","['jTBC', 'Netflix', 'TVING']",1 hr. 10 min.,15+ - Teens 15 or older,#8385,#329,"38,917"
Artificial City(2021),공작도시,7.1,"['Thriller', 'Mystery', 'Psychological', 'Drama']",['Jun Chang Geun'],['Son Se Dong'],20,"Dec  8, 2021 - Feb 10, 2022","Wednesday, Thursday",['jTBC'],1 hr. 10 min.,15+ - Teens 15 or older,#8717,#4310,"2,897"
187 cm Male Friend vs 155 cm Female Friend(2020),187cm 남사친 155cm 여사친,7.2,"['Romance', 'Youth']",,,3,"Apr 11, 2020 - Dec  5, 2020",,,7 min.,Not Yet Rated,#8588,#10784,624
Love Refresh(2021),러브 리프레쉬,7.1,"['Comedy', 'Romance']",['Baek Min Hee'],,3,"Jun 23, 2021 - Jul  7, 2021",Wednesday,['tvN'],8 min.,15+ - Teens 15 or older,#8661,#6598,"1,491"
Love Class(2022),수업중입니다,7.2,"['Romance', 'Youth']",,,6,"May 13, 2022 - May 18, 2022","Monday, Tuesday, Wednesday, Friday, Saturday, Sunday",['Viki'],20 min.,15+ - Teens 15 or older,#8592,#875,"18,649"
Duty after School: Part 2(2023),방과 후 전쟁활동 파트2,7.2,"['Action', 'Thriller', 'Drama', 'Sci-Fi']",['Sung Yong Il'],['Lee Nam Gyu'],4,"Apr 21, 2023",Friday,['TVING'],1 hr. 10 min.,18+ Restricted (violence & profanity),#8398,#1006,"16,307"
Today Office Tomorrow Romance(2020),오늘은 오피스 내일은 로맨스,7.1,"['Romance', 'Drama']",['Hwang  Gyung Sung'],,10,"Jul  1, 2020 - Aug  5, 2020",Wednesday,,10 min.,15+ - Teens 15 or older,#8746,#8190,"1,039"
All the Liquors(2023),주류일절,7.1,"['Food', 'Comedy', 'Romance']",['Kim Jin Yeol'],['Kim Hoi Joon'],8,"Mar  2, 2023 - Mar 23, 2023",Thursday,,19 min.,Not Yet Rated,#8713,#1143,"14,447"
First Love Again(2022),첫사랑 만 세번째,7.2,"['Comedy', 'Romance', 'Fantasy']",,,6,"Feb 10, 2022 - Mar 18, 2022",Thursday,"['LINE TV', 'Naver TV Cast', 'Viki']",25 min.,13+ - Teens 13 or older,#8514,#730,"21,365"
Unpredictable Family(2023),우당탕탕 패밀리,7.1,"['Comedy', 'Romance', 'Drama', 'Family']",['Kim Sung Geun'],['Moon Young Hoon'],131,"Sep 18, 2023 - Mar 22, 2024","Monday, Tuesday, Wednesday, Thursday, Friday",['KBS1'],30 min.,Not Yet Rated,#8652,#5078,"2,242"
Love in Black Hole(2021),러브 인 블랙홀,7.1,"['Romance', 'Youth', 'Sci-Fi', 'Fantasy']",['Hong Chung Gi'],,12,"Sep 10, 2021 - Oct 16, 2021","Friday, Sunday",['Tencent Video'],10 min.,15+ - Teens 15 or older,#8818,#4973,"2,317"
Gray Shelter(2024),회색기류,7.1,"['Romance', 'Melodrama']",['Lee Son Eum'],,5,"Apr 11, 2024 - Apr 25, 2024",Thursday,,20 min.,15+ - Teens 15 or older,#8656,#1881,"8,472"
Happy Ending Romance(2022),펜스 밖은 해피엔딩,7.1,"['Romance', 'Drama', 'Melodrama']",['Seong Do Joon'],['Lee Seo Jung'],8,"Nov 24, 2022 - Dec 15, 2022",Thursday,,30 min.,15+ - Teens 15 or older,#8907,#1318,"12,571"
My Sweet Dear(2021),마이 스윗 디어,7.1,"['Food', 'Romance', 'Youth', 'Drama']",['So Joon Moon'],['Jang Joo Yeon'],8,"Oct 21, 2021 - Nov 11, 2021",Thursday,['Viki'],15 min.,15+ - Teens 15 or older,#8689,#685,"22,602"
Love in Spring(2022),춘정지란,7.1,"['Historical', 'Drama']",['Lee Chang Han'],,16,"May 18, 2022 - Jul  6, 2022",Wednesday,,26 min.,13+ - Teens 13 or older,#8696,#2392,"6,267"
Nobleman Ryu's Wedding(2021),류선비의 혼례식,7.1,"['Historical', 'Comedy', 'Romance', 'Drama']",,,8,"Apr 15, 2021 - May  6, 2021",Thursday,,11 min.,13+ - Teens 13 or older,#8866,#763,"20,621"
Dalgona(2020),달고나,7.1,"['Youth', 'Drama']",['Hwang  Gyung Sung'],,4,"Sep  9, 2020 - Sep 30, 2020",Wednesday,['Naver TV Cast'],13 min.,15+ - Teens 15 or older,#8890,#5551,"1,961"
My Chilling Roommate(2022),오싹한 동거,7.1,"['Horror', 'Comedy', 'Romance', 'Supernatural']",['Hwang  Gyung Sung'],,10,"Sep 16, 2022",,,15 min.,13+ - Teens 13 or older,#8871,#7255,"1,280"
Life After One Minute(2022),1분 후의 세계,7.1,"['Romance', 'Youth', 'Supernatural']",,,4,"Mar  1, 2022 - Apr 17, 2022",Tuesday,,8 min.,Not Yet Rated,#9011,#8909,895
Blue Boys(2024),블루보이즈,7.2,"['Romance', 'Drama']",,,4,"Apr 15, 2024 - May  9, 2024",,,10 min.,Not Yet Rated,#8547,#3051,"4,731"
To All The Guys Who Loved Me(2020),그놈이 그놈이다,7.1,"['Comedy', 'Romance', 'Drama', 'Fantasy']",['Choi Yoon Seok'],['Lee Eun Young'],32,"Jul  6, 2020 - Sep  1, 2020","Monday, Tuesday",['KBS2'],35 min.,15+ - Teens 15 or older,#8811,#1531,"10,624"
Apple of My Eye(2023),"금이야, 옥이야",7.0,"['Romance', 'Family', 'Melodrama']",['Choi Ji Yeong'],"['Chae Hye Young', 'Baek Eun Jung', 'Yoo Sang Young']",121,"Mar 27, 2023 - Sep 15, 2023","Monday, Tuesday, Wednesday, Thursday, Friday",['KBS1'],30 min.,15+ - Teens 15 or older,#9061,#8776,919
The Witch's Game(2022),마녀의 게임,7.1,"['Mystery', 'Drama']",['Lee Hyung Sun'],['Lee Do Hyeon'],119,"Oct 11, 2022 - Apr 14, 2023","Monday, Tuesday, Wednesday, Thursday, Friday",['MBC'],35 min.,15+ - Teens 15 or older,#9015,#6713,"1,453"
Genesis(2021),복제인간,7.0,"['Thriller', 'Mystery']",['Jang Tae Yoo'],,6,"Jun 18, 2021 - Jul 23, 2021",Friday,['Genie TV'],52 min.,15+ - Teens 15 or older,#9160,#4024,"3,206"
Woman in a Veil(2023),비밀의 여자,7.1,"['Thriller', 'Romance', 'Drama', 'Melodrama']",['Shin Chang Seok'],['Lee Jung Dae'],103,"Mar 14, 2023 - Aug  4, 2023","Monday, Tuesday, Wednesday, Thursday, Friday",['KBS2'],40 min.,15+ - Teens 15 or older,#8669,#8142,"1,050"
Happy Merry Ending(2023),해피메리엔딩,7.1,"['Romance', 'Drama']",['Min Chae Yeon'],['Seok Bo Bae'],8,"Apr 27, 2023 - May 19, 2023","Thursday, Friday",,15 min.,13+ - Teens 13 or older,#8678,#1253,"13,355"
Blossom Campus(2024),블러썸 캠퍼스,7.1,"['Romance', 'Youth']",['Kang Woo'],,6,"May 16, 2024",Thursday,,25 min.,Not Yet Rated,#8921,#3042,"4,749"
Sound Candy(2023),소리사탕,7.1,"['Music', 'Drama']",['Kang Hee Ju'],,10,"Jun  3, 2023 - Jul  1, 2023",Saturday,['TVING'],25 min.,G - All Ages,#8784,#7512,"1,211"
Hierarchy(2024),하이라키,7.0,"['Thriller', 'Mystery', 'Romance', 'Youth']",['Bae Hyun Jin'],['Choo Hye Mi'],7,"Jun  7, 2024",Friday,['Netflix'],1 hr. 5 min.,15+ - Teens 15 or older,#9070,#1242,"13,468"
Welcome to Wedding Hell(2022),결혼백서,7.0,"['Romance', 'Life', 'Drama']","['Seo Joo Wan', 'Song Je Young']",['Choi I Rang'],12,"May 23, 2022 - Jun 15, 2022","Monday, Tuesday, Wednesday","['Daum Kakao TV', 'Netflix']",38 min.,15+ - Teens 15 or older,#9088,#2262,"6,707"
Peng(2021),팽,7.0,"['Comedy', 'Romance']",['Baek Min Hee'],['Han Soo Ji'],10,"Oct  7, 2021 - Nov  5, 2021","Thursday, Friday",,19 min.,15+ - Teens 15 or older,#9090,#2647,"5,551"
Snap and Spark(2023),손가락만 까딱하면,7.1,"['Music', 'Romance', 'Youth']",,['Son Mi'],8,"Dec 15, 2023 - Jan 10, 2024","Wednesday, Friday",,24 min.,Not Yet Rated,#8807,#4049,"3,171"
Individual Circumstances(2023),각자의사정,7.1,"['Romance', 'Drama']",['Kim Jin Yeol'],['Kim Hwa Joon'],8,"Jan 19, 2023 - Feb  9, 2023",Thursday,,17 min.,Not Yet Rated,#9037,#1173,"14,201"
Dear X Who Doesn't Love Me(2022),나를 사랑하지 않는 X에게,7.0,"['Romance', 'Drama']",['Ko Jae Hong'],['Hwang Hye Ji'],10,"Jul 14, 2022 - Jul 28, 2022",Thursday,['TVING'],30 min.,15+ - Teens 15 or older,#9288,#2789,"5,256"
Color Rush Season 2(2022),컬러 러쉬 2,6.9,"['Thriller', 'Mystery', 'Romance', 'Youth']",['Park Sun Jae'],,8,"Jan 21, 2022",Friday,"['LINE TV', 'Viki']",15 min.,15+ - Teens 15 or older,#9405,#1010,"16,277"
Oh! Boarding House(2022),하숙집 오!번지,7.0,"['Comedy', 'Romance', 'Youth']",['Park Eun Joo'],['Team Wol Pi Dong'],8,"Feb 22, 2022 - Mar 16, 2022","Tuesday, Wednesday",['Viki'],15 min.,13+ - Teens 13 or older,#9136,#991,"16,442"
Our Love Triangle(2024),내짝남X날짝남,7.1,"['Romance', 'Youth']",['Lee Ja Min'],,10,"Jan 30, 2024 - Mar  1, 2024","Tuesday, Friday",,11 min.,15+ - Teens 15 or older,#8997,#4680,"2,556"
Time of Memory(2021),기억의 시간,6.9,"['Romance', 'Fantasy']",,,20,"Dec 28, 2021 - Jan  1, 2022",,,10 min.,Not Yet Rated,#9392,#7278,"1,273"
Oh! Youngsim(2023),오! 영심이,7.0,"['Comedy', 'Romance']","['Kim Eun Kyung', 'Oh Hwan Min']",['Jeon Seon Young'],10,"May 15, 2023 - Jun 13, 2023","Monday, Tuesday","['ENA', 'Genie TV']",50 min.,Not Yet Rated,#9263,#2540,"5,831"
Mermaid Prince(2020),인어왕자,6.9,"['Mystery', 'Romance', 'Youth', 'Drama']",,,6,"Apr 24, 2020 - May 29, 2020",Friday,,14 min.,15+ - Teens 15 or older,#9423,#1836,"8,693"
The Female Friend Among Guys(2020),남자무리의 여사친,6.9,"['Comedy', 'Romance', 'Youth']",,,5,"Apr 16, 2020 - May 12, 2020",,,8 min.,Not Yet Rated,#9433,#11906,513
How to Be Thirty(2021),아직 낫서른,7.0,"['Comedy', 'Romance', 'Drama']",['Oh Ki Hwan'],,15,"Feb 23, 2021 - Apr 13, 2021","Tuesday, Saturday","['Daum Kakao TV', 'Viki']",20 min.,15+ - Teens 15 or older,#9285,#1609,"10,136"
Nickname Pine Leaf(2021),닉네임 솔잎,6.9,['Drama'],,,3,"Feb 27, 2021 - Mar 13, 2021",Saturday,['SBS'],13 min.,15+ - Teens 15 or older,#9519,#5659,"1,901"
